competitor_id,pixel_ids,param_keys,widget_phrases,widget_forcekey_matches,ad_count
YWRfaWR8ZmJj,,ad_id|fbclick|fbid|forcekeyA|forcekeyB|forcekeyC|forcekeyD|forcekeyE|headline|imp|is_pub_ref|optkey|placement|s1agid|s1aid|s1cid|segment|utm_source,___|Ryan Pauls|membership programs and discounts|between $300 and $600|About Us|Contact|Terms of Use|Privacy Policy|Do not Sell my Info|Get $119 Botox Doctors Near Me Full Botox|Get $119 Botox Doctor in los Angeles Near Me Full Botox|Botox for 70 Year Old|Best Get $119 Botox Doctor Near Me Full Botox|Get $119 Botox Doctor Near Me Full Botox|Get $119 Botox Doctor Near Me Full Botox October 2025,forcekeyA:get $119 botox doctor near me full botox|forcekeyB:$119 botox doctor near me full botox,1
YWRfaWR8ZmJj,,ad_id|fbclick|fbid|forcekeyA|forcekeyB|forcekeyC|forcekeyD|forcekeyE|headline|imp|is_pub_ref|optkey|placement|s1agid|s1aid|s1cid|segment|utm_source,___|Ryan Pauls|membership programs and discounts|between $300 and $600|About Us|Contact|Terms of Use|Privacy Policy|Do not Sell my Info|Affordable Botox Treatments in My Area|Botox 3 Areas for 150 Near Me|Affordable Botox Near Me|Find $119 Botox Doctor Near Me Full Botox|Get $119 Botox Doctor Near Me Full Botox|Get $149 Botox Doctor Near Me Full Botox,forcekeyA:get $119 botox doctor near me full botox|forcekeyB:$119 botox doctor near me full botox,1
YWRfaWR8ZmJj,,ad_id|fbclick|fbid|forcekeyA|forcekeyB|forcekeyC|forcekeyD|forcekeyE|headline|imp|is_pub_ref|optkey|placement|s1agid|s1aid|s1cid|segment|utm_source,___|Ryan Pauls|membership programs and discounts|between $300 and $600|About Us|Contact|Terms of Use|Privacy Policy|Do not Sell my Info|Get $119 Botox Doctor Nearby Full Botox|Get $119 Botox Doctor Near California Full Botox|Botox for 70 Year Old|Get $119 Botox Doctor Near Me Full Botox|Get $119 Botox Doctor Near los Angeles Full Botox|$119 Botox Doctor Near Me Full Botox,forcekeyA:get $119 botox doctor near me full botox|forcekeyB:$119 botox doctor near me full botox|forcekeyC:get $119 botox doctor nearby full botox,2
YWRfaWR8ZmJj,,ad_id|fbclick|fbid|forcekeyA|forcekeyB|forcekeyC|forcekeyD|forcekeyE|headline|imp|is_pub_ref|optkey|placement|s1agid|s1aid|s1cid|segment|utm_source,___|Ryan Pauls|membership programs and discounts|between $300 and $600|About Us|Contact|Terms of Use|Privacy Policy|Do not Sell my Info|Affordable Botox Treatments in My Area|Affordable Botox Near Me|Best Botox Injector Near Me|Get $119 Botox Doctor Near Me Full Botox|Get $149 Botox Doctor Near Me Full Botox|Find $119 Botox Doctor Near Me Full Botox,forcekeyA:get $119 botox doctor near me full botox|forcekeyB:$119 botox doctor near me full botox,1
YWRfaWR8ZmJj,,ad_id|fbclick|fbid|forcekeyA|forcekeyB|forcekeyC|forcekeyD|forcekeyE|headline|imp|is_pub_ref|optkey|placement|s1agid|s1aid|s1cid|segment|utm_source,___|Ryan Pauls|membership programs and discounts|between $300 and $600|About Us|Contact|Terms of Use|Privacy Policy|Do not Sell my Info|Get $119 Botox Doctor Near los Angeles Full Botox|Get $149 Botox Doctor Near Me Full Botox|Botox 3 Areas for 150 Near Me|Find $119 Botox Doctor Near Me Full Botox|See $119 Botox Doctor Near Me Full Botox|Get $119 Botox Doctor Near Me Full Botox,forcekeyA:Get $119 Botox Doctor Near Me Full Botox|forcekeyB:$119 Botox Doctor Near Me Full Botox,2
YWRfaWR8ZmJj,,ad_id|fbclick|fbid|forcekeyA|forcekeyB|forcekeyC|forcekeyD|forcekeyE|headline|imp|is_pub_ref|optkey|placement|s1agid|s1aid|s1cid|segment|utm_source,___|Ryan Pauls|membership programs and discounts|between $300 and $600|About Us|Contact|Terms of Use|Privacy Policy|Do not Sell my Info|Get $119 Botox Doctor Near California Full Botox|Get $119 Botox Doctor Nearby Full Botox|Botox 3 Areas for 150 Near Me|Get $119 Botox Doctor Near Me Full Botox|Get $119 Botox Doctor Near los Angeles Full Botox|$119 Botox Doctor Near Me Full Botox,forcekeyA:get $119 botox doctor near me full botox|forcekeyB:$119 botox doctor near me full botox|forcekeyC:get $119 botox doctor nearby full botox,2
YWRfaWR8ZmJj,,ad_id|fbclick|fbid|forcekeyA|forcekeyB|forcekeyC|forcekeyD|forcekeyE|headline|imp|is_pub_ref|optkey|placement|s1agid|s1aid|s1cid|segment|utm_source,___|Ryan Pauls|membership programs and discounts|between $300 and $600|About Us|Contact|Terms of Use|Privacy Policy|Do not Sell my Info|Get $119 Botox Doctor Nearby Full Botox|Get $119 Botox Doctor Near California Full Botox|Affordable Botox Near Me|Get $119 Botox Doctor Near Me Full Botox|$119 Botox Doctor Near Me Full Botox|Get $119 Botox Doctor Near los Angeles Full Botox,forcekeyA:Get $119 Botox Doctor Near Me Full Botox|forcekeyB:$119 Botox Doctor Near Me Full Botox|forcekeyC:Get $119 Botox Doctor Nearby Full Botox,2
YWRfaWR8ZmJj,,ad_id|fbclick|fbid|forcekeyA|forcekeyB|forcekeyC|forcekeyD|forcekeyE|headline|imp|is_pub_ref|optkey|placement|s1agid|s1aid|s1cid|segment|utm_source,___|Ryan Pauls|membership programs and discounts|between $300 and $600|About Us|Contact|Terms of Use|Privacy Policy|Do not Sell my Info|Get $119 Botox Doctor in los Angeles Near Me Full Botox|Get $119 Botox Doctors Near Me Full Botox|Botox 3 Areas for 150 Near Me|Get $119 Botox Doctor Near Me Full Botox October 2025|Get $119 Botox Doctor Near Me Full Botox|Best Get $119 Botox Doctor Near Me Full Botox,forcekeyA:Get $119 Botox Doctor Near Me Full Botox|forcekeyB:$119 Botox Doctor Near Me Full Botox,3
YWRfaWR8ZmJj,,ad_id|fbclick|fbid|forcekeyA|forcekeyB|forcekeyC|forcekeyD|forcekeyE|headline|imp|is_pub_ref|optkey|placement|s1agid|s1aid|s1cid|segment|utm_source,___|Ryan Pauls|membership programs and discounts|between $300 and $600|About Us|Contact|Terms of Use|Privacy Policy|Do not Sell my Info|Get $119 Botox Doctor Near California Full Botox|Get $119 Botox Doctor Nearby Full Botox|Botox 3 Areas for 150 Near Me|Get $119 Botox Doctor Near los Angeles Full Botox|Get $119 Botox Doctor Near Me Full Botox|$119 Botox Doctor Near Me Full Botox,forcekeyA:get $119 botox doctor near me full botox|forcekeyB:$119 botox doctor near me full botox|forcekeyC:get $119 botox doctor nearby full botox,1
YWRfaWR8ZmJj,,ad_id|fbclick|fbid|forcekeyA|forcekeyB|forcekeyC|forcekeyD|forcekeyE|headline|imp|is_pub_ref|optkey|placement|s1agid|s1aid|s1cid|segment|utm_source,___|Ryan Pauls|membership programs and discounts|between $300 and $600|About Us|Contact|Terms of Use|Privacy Policy|Do not Sell my Info|Get $119 Botox Doctor Nearby Full Botox|Get $119 Botox Doctor Near los Angeles Full Botox|Affordable Botox Near Me|Get $119 Botox Doctor Near Me Full Botox|$119 Botox Doctor Near Me Full Botox|Get $119 Botox Doctor Near California Full Botox,forcekeyA:Get $119 Botox Doctor Near Me Full Botox|forcekeyB:$119 Botox Doctor Near Me Full Botox|forcekeyC:Get $119 Botox Doctor Nearby Full Botox,1
YWRfaWR8ZmJj,,ad_id|fbclick|fbid|forcekeyA|forcekeyB|forcekeyC|forcekeyD|forcekeyE|headline|imp|is_pub_ref|optkey|placement|s1agid|s1aid|s1cid|segment|utm_source,___|Ryan Pauls|membership programs and discounts|between $300 and $600|About Us|Contact|Terms of Use|Privacy Policy|Do not Sell my Info|See $119 Botox Doctor Near Me Full Botox|Find $119 Botox Doctor Near Me Full Botox|Botox 3 Areas for 150 Near Me|Get $119 Botox Doctor Near los Angeles Full Botox|Get $119 Botox Doctor Near Me Full Botox|Get $149 Botox Doctor Near Me Full Botox,forcekeyA:Get $119 Botox Doctor Near Me Full Botox|forcekeyB:$119 Botox Doctor Near Me Full Botox,1
YWRfaWR8ZmJj,,ad_id|fbclick|fbid|forcekeyA|forcekeyB|forcekeyC|forcekeyD|forcekeyE|headline|imp|is_pub_ref|optkey|placement|s1agid|s1aid|s1cid|segment|utm_source,___|Ryan Pauls|membership programs and discounts|between $300 and $600|About Us|Contact|Terms of Use|Privacy Policy|Do not Sell my Info|Get $149 Botox Doctor Near Me Full Botox|Affordable Botox Near Me|Best Botox Injector Near Me|Get $119 Botox Doctor Near Me Full Botox|Find $119 Botox Doctor Near Me Full Botox|Affordable Botox Treatments in My Area,forcekeyA:get $119 botox doctor near me full botox|forcekeyB:$119 botox doctor near me full botox,1
YWRfaWR8ZmJj,,ad_id|fbclick|fbid|forcekeyA|forcekeyB|forcekeyC|forcekeyD|forcekeyE|headline|imp|is_pub_ref|optkey|placement|s1agid|s1aid|s1cid|segment|utm_source,___|Ryan Pauls|membership programs and discounts|between $300 and $600|About Us|Contact|Terms of Use|Privacy Policy|Do not Sell my Info|Affordable Botox Near Me|Botox for the First Time|Best Botox Injector Near Me|Best Botox Deals in los Angeles California|Find Affordable Botox Options in California|Botox 3 Areas for 150 Near Me,,1
YWRfaWR8ZmJj,,ad_id|fbclick|fbid|forcekeyA|forcekeyB|forcekeyC|forcekeyD|forcekeyE|headline|imp|is_pub_ref|optkey|placement|s1agid|s1aid|s1cid|segment|utm_source,___|Wyatt Gardener|Low-cost carriers|MVNOs|family plans|restrict background data usage|typically $5 to $10 per month|About Us|Contact|Terms of Use|Privacy Policy|Do not Sell my Info|Best Family Cell Phone Plans with Free Phones|Cheapest Phone Plans for One Person|Cheapest Cell Phone Service with Unlimited Data|Low Cost Phone Plans in los Angeles|Discounted Phone Plans for Seniors|I Phone,,1
YWRfaWR8ZmJj,,ad_id|fbclick|fbid|forcekeyA|forcekeyB|forcekeyC|forcekeyD|forcekeyE|headline|imp|is_pub_ref|optkey|placement|s1agid|s1aid|s1cid|segment|utm_source,___|Wyatt Gardener|Low-cost carriers|MVNOs|family plans|restrict background data usage|typically $5 to $10 per month|About Us|Contact|Terms of Use|Privacy Policy|Do not Sell my Info|Discounted Phones for Seniors 60|Phone and Internet Deals for Seniors|Best Family Cell Phone Plans with Free Phones|Free Phone for Seniors|See Free Phones for Seniors|Discounted Phones for Seniors 60 and Older,forcekeyC:discounted phones for seniors 60 and older|forcekeyD:discounted phones for seniors 60,3
YWRfaWR8ZmJj,,ad_id|fbclick|fbid|forcekeyA|forcekeyB|forcekeyC|forcekeyD|forcekeyE|headline|imp|is_pub_ref|optkey|placement|s1agid|s1aid|s1cid|segment|utm_source,___|Wyatt Gardener|Low-cost carriers|MVNOs|family plans|restrict background data usage|typically $5 to $10 per month|About Us|Contact|Terms of Use|Privacy Policy|Do not Sell my Info|Best Family Cell Phone Plans with Free Phones|Discounted Phones for Seniors 60|Phone and Internet Deals for Seniors|See Free Phones for Seniors|Free Phone for Seniors|Discounted Phones for Seniors 60 and Older,forcekeyC:discounted phones for seniors 60 and older|forcekeyD:discounted phones for seniors 60,2
YWRfaWR8ZmJj,,ad_id|fbclick|fbid|forcekeyA|forcekeyB|forcekeyC|forcekeyD|forcekeyE|headline|imp|is_pub_ref|optkey|placement|s1agid|s1aid|s1cid|segment|utm_source,___|Wyatt Gardener|Low-cost carriers|MVNOs|family plans|restrict background data usage|typically $5 to $10 per month|About Us|Contact|Terms of Use|Privacy Policy|Do not Sell my Info|Get Discounted Senior Phone Plans|Best Discounted Senior Phone Plans|Best Family Cell Phone Plans with Free Phones|Discounted Phones for Seniors 60|Discounted Phones for Seniors 60 and Older|Discounted Senior Phone Plans,forcekeyA:discounted senior phone plans|forcekeyB:get discounted senior phone plans|forcekeyC:discounted phones for seniors 60 and older|forcekeyD:discounted phones for seniors 60|forcekeyE:best discounted senior phone plans,1
YWRfaWR8ZmJj,,ad_id|fbclick|fbid|forcekeyA|forcekeyB|forcekeyC|forcekeyD|forcekeyE|headline|imp|is_pub_ref|optkey|placement|s1agid|s1aid|s1cid|segment|utm_source,___|Wyatt Gardener|Low-cost carriers|MVNOs|family plans|restrict background data usage|typically $5 to $10 per month|About Us|Contact|Terms of Use|Privacy Policy|Do not Sell my Info|Discounted Phones for Seniors 60 and Older Near Me|Best Discounted Phones for Seniors 60 and Older|How to Get a New Phone|Discounted Phones for Seniors 60 and Older October 2025|Discounted Phones for Seniors 60 and Older|Discounted Phone for Seniors 60 and Older,forcekeyC:discounted phones for seniors 60 and older|forcekeyD:discounted phones for seniors 60,1
YWRfaWR8ZmJj,,ad_id|fbclick|fbid|forcekeyA|forcekeyB|forcekeyC|forcekeyD|forcekeyE|headline|imp|is_pub_ref|optkey|placement|s1agid|s1aid|s1cid|segment|utm_source,___|Wyatt Gardener|Low-cost carriers|MVNOs|family plans|restrict background data usage|typically $5 to $10 per month|About Us|Contact|Terms of Use|Privacy Policy|Do not Sell my Info|Best Discounted Phones for Seniors 60 and Older|Discounted Phones for Seniors 60 and Older Near Me|Best Family Cell Phone Plans with Free Phones|Discounted Phone for Seniors 60 and Older|Discounted Phones for Seniors 60 and Older October 2025|Discounted Phones for Seniors 60 and Older,forcekeyC:discounted phones for seniors 60 and older|forcekeyD:discounted phones for seniors 60,2
YWRfaWR8ZmJj,,ad_id|fbclick|fbid|forcekeyA|forcekeyB|forcekeyC|forcekeyD|forcekeyE|headline|imp|is_pub_ref|optkey|placement|s1agid|s1aid|s1cid|segment|utm_source,___|Wyatt Gardener|Low-cost carriers|MVNOs|family plans|restrict background data usage|typically $5 to $10 per month|About Us|Contact|Terms of Use|Privacy Policy|Do not Sell my Info|Discounted Phone for Seniors 60 and Older|Best Discounted Phones for Seniors 60 and Older|Discounted Phones for Seniors 60 and Older Near Me|Discounted Phones for Seniors 60 and Older|Discounted Phones for Seniors 60 and Older October 2025|Best Family Cell Phone Plans with Free Phones,forcekeyC:discounted phones for seniors 60 and older|forcekeyD:discounted phones for seniors 60,2
YWRfaWR8ZmJj,,ad_id|fbclick|fbid|forcekeyA|forcekeyB|forcekeyC|forcekeyD|forcekeyE|headline|imp|is_pub_ref|optkey|placement|s1agid|s1aid|s1cid|segment|utm_source,___|Ryan Pauls|membership programs and discounts|between $300 and $600|About Us|Contact|Terms of Use|Privacy Policy|Do not Sell my Info|Best Botox Injector Near Me|Botox Treatments Near Me|Best Botox Doctor Near Me|Affordable Botox Treatments in los Angeles|Botox 3 Areas for 150 Near Me|Affordable Botox Near Me,,1
YWRfaWR8ZmJj,,ad_id|fbclick|fbid|forcekeyA|forcekeyB|forcekeyC|forcekeyD|forcekeyE|headline|imp|is_pub_ref|optkey|placement|s1agid|s1aid|s1cid|segment|utm_source,___|Ryan Pauls|membership programs and discounts|between $300 and $600|About Us|Contact|Terms of Use|Privacy Policy|Do not Sell my Info|Get $119 Botox Doctor Near California Full Botox|Get $119 Botox Doctor Nearby Full Botox|Botox 3 Areas for 150 Near Me|Get $119 Botox Doctor Near Me Full Botox|Get $119 Botox Doctor Near los Angeles Full Botox|$119 Botox Doctor Near Me Full Botox,forcekeyA:Get $119 Botox Doctor Near Me Full Botox|forcekeyB:$119 Botox Doctor Near Me Full Botox|forcekeyC:Get $119 Botox Doctor Nearby Full Botox,1
YWRfaWR8ZmJj,,ad_id|fbclick|fbid|forcekeyA|forcekeyB|forcekeyC|forcekeyD|forcekeyE|headline|imp|is_pub_ref|optkey|placement|s1agid|s1aid|s1cid|segment|utm_source,___|Ryan Pauls|membership programs and discounts|between $300 and $600|About Us|Contact|Terms of Use|Privacy Policy|Do not Sell my Info|Best Botox Injector Near Me|Same Day Botox Near Me|Botox After 65|Affordable Botox Treatments in los Angeles|Botox 3 Areas for 150 Near Me|Affordable Botox Near Me,,1
YWRfaWR8ZmJj,,ad_id|fbclick|fbid|forcekeyA|forcekeyB|forcekeyC|forcekeyD|forcekeyE|headline|imp|is_pub_ref|optkey|placement|s1agid|s1aid|s1cid|segment|utm_source,___|Ryan Pauls|several advantages|Apartments.com|SeniorHousingNet.com|APlaceForMom.com|former Briarwood College campus|215 affordable housing units|personal needs and preferences|different amenities|About Us|Contact|Terms of Use|Privacy Policy|Do not Sell my Info|55+ New Homes Near Me|Best Senior Communities in Nj|Senior Apartment Communities|Senior Independent Living Nearby|New Senior Apartment Complexes|Senior Living Near Me,,1
YWRfaWR8ZmJj,,ad_id|fbclick|fbid|forcekeyA|forcekeyB|forcekeyC|forcekeyD|forcekeyE|headline|imp|is_pub_ref|optkey|placement|s1agid|s1aid|s1cid|segment|utm_source,___|Ryan Pauls|several advantages|Apartments.com|SeniorHousingNet.com|APlaceForMom.com|former Briarwood College campus|215 affordable housing units|personal needs and preferences|different amenities|About Us|Contact|Terms of Use|Privacy Policy|Do not Sell my Info|New Homes 55+ California|55+ Communities in Southern California|55+ Communities in los Angeles|Senior Apartments in Northridge|Senior Apartments in Canoga Park Ca|How to Apply for Senior Housing in California,,1
YWRfaWR8ZmJj,,ad_id|fbclick|fbid|forcekeyA|forcekeyB|forcekeyC|forcekeyD|forcekeyE|headline|imp|is_pub_ref|optkey|placement|s1agid|s1aid|s1cid|segment|utm_source,___|Ryan Pauls|several advantages|Apartments.com|SeniorHousingNet.com|APlaceForMom.com|former Briarwood College campus|215 affordable housing units|personal needs and preferences|different amenities|About Us|Contact|Terms of Use|Privacy Policy|Do not Sell my Info|New Homes 55+ California|New Apartments Nearby|Santa Monica New Hope Apartments|Senior Apartments in Northridge|55 and Over Apartments for Rent Near Me|La Pintoresca Apartments Pasadena,,1
YWRfaWR8ZmJj,,ad_id|fbclick|fbid|forcekeyA|forcekeyB|forcekeyC|forcekeyD|forcekeyE|headline|imp|is_pub_ref|optkey|placement|s1agid|s1aid|s1cid|segment|utm_source,___|Ryan Pauls|several advantages|Apartments.com|SeniorHousingNet.com|APlaceForMom.com|former Briarwood College campus|215 affordable housing units|personal needs and preferences|different amenities|About Us|Contact|Terms of Use|Privacy Policy|Do not Sell my Info|New Construction 55 Communities in Florida|Senior Living Near Me|55 and Over Apartments for Rent Near Me|Senior Independent Living Nearby|Senior Independent Living Communities|Best 55+ Communities in Florida,,1
YWRfaWR8ZmJj,,ad_id|fbclick|fbid|forcekeyA|forcekeyB|forcekeyC|forcekeyD|forcekeyE|headline|imp|is_pub_ref|optkey|placement|s1agid|s1aid|s1cid|segment|utm_source,___|Wyatt Gardener|Low-cost carriers|MVNOs|family plans|restrict background data usage|typically $5 to $10 per month|About Us|Contact|Terms of Use|Privacy Policy|Do not Sell my Info|Best Discounted Phones for Seniors 60 and Older|Free Business Phone Service|Discounted Phones for Seniors 60 and Older Near Me|Discounted Phones for Seniors 60 and Older|Discounted Phones for Seniors 60 and Older October 2025|Discounted Phone for Seniors 60 and Older,forcekeyC:discounted phones for seniors 60 and older|forcekeyD:discounted phones for seniors 60,1
YWRfaWR8ZmJj,,ad_id|fbclick|fbid|forcekeyA|forcekeyB|forcekeyC|forcekeyD|forcekeyE|headline|imp|is_pub_ref|optkey|placement|s1agid|s1aid|s1cid|segment|utm_source,___|Wyatt Gardener|Low-cost carriers|MVNOs|family plans|restrict background data usage|typically $5 to $10 per month|About Us|Contact|Terms of Use|Privacy Policy|Do not Sell my Info|Wireless Phone Deals|Free Business Phone Service|Best Family Cell Phone Plans with Free Phones|Discounted Phones for Seniors 60 and Older|Discounted Phones for Seniors 60|How to Get a New Phone,forcekeyC:discounted phones for seniors 60 and older|forcekeyD:discounted phones for seniors 60,1
YWRfaWR8ZmJj,,ad_id|fbclick|fbid|forcekeyA|forcekeyB|forcekeyC|forcekeyD|forcekeyE|headline|imp|is_pub_ref|optkey|placement|s1agid|s1aid|s1cid|segment|utm_source,___|Wyatt Gardener|Low-cost carriers|MVNOs|family plans|restrict background data usage|typically $5 to $10 per month|About Us|Contact|Terms of Use|Privacy Policy|Do not Sell my Info|Discounted Phones for Seniors 60 and Older Near Me|Best Discounted Phones for Seniors 60 and Older|Best Family Cell Phone Plans with Free Phones|Discounted Phone for Seniors 60 and Older|Discounted Phones for Seniors 60 and Older October 2025|Discounted Phones for Seniors 60 and Older,forcekeyC:discounted phones for seniors 60 and older|forcekeyD:discounted phones for seniors 60,3
